Capital_Receipts,Aggregate_Receipts,Social_Sector_Expenditure,Interest_Payments,Own_Tax_Revenues,Fiscal_Deficits,Outstanding_Liabilities,Aggregate_Expenditure,Revenue_Receipts,Revenue_Expenditure,Revenue_Deficits,Capital_Expenditure,Nominal_GSDP_Series
4638.0,13217.0,5953.0,2240.0,3940.0,5150.9,842.35,14314.0,8579.0,11576.0,2996.3,2739.0,73180.0
194.0,1635.0,254.0,50.0,30.0,146.9,20.18,1621.0,1441.0,1496.0,54.9,126.0,787.0
4591.0,18852.0,8153.0,2120.0,9630.0,4777.1,861.54,19880.0,14261.0,17697.0,3436.6,2182.0,118209.0
292.0,1560.0,673.0,140.0,80.0,118.4,47.1,1531.0,1268.0,1176.0,-92.7,355.0,3814.0
12655.0,30034.0,10477.0,5520.0,7909.999999999999,11632.5,1927.67,31462.0,17379.0,26075.0,8696.2,5388.0,153853.0
7706.0,17093.0,6626.0,2950.0,4780.0,7109.1,1504.34,17153.0,9387.0,14243.0,4856.2,2910.0,115516.0
3660.0,7320.0,2245.0,430.0,3090.0,959.2,253.82,4943.0,3660.0,2840.0,-820.0,2103.0,47484.0
6221.0,23026.0,8831.0,3100.0,9010.0,4976.4,1236.8,22767.0,16805.0,18038.0,1233.3,4729.0,128797.0
32.0,1052.0,372.0,80.0,10.0,59.3,31.6,1098.0,1020.0,821.0,-199.0,277.0,1612.0
1744.0,6585.0,2640.0,960.0,1230.0,1605.8,256.1,7086.0,4841.0,5846.0,1004.7,1240.0,34833.0
5993.0,18572.0,8338.0,2860.0,3640.0,6107.7,595.1,19548.0,12579.0,16128.0,3549.7,3420.0,50174.0
343.0,1571.0,470.0,180.0,460.0,341.0,84.3,1614.0,1228.0,1437.0,208.9,178.0,6330.0
7385.0,21285.0,7571.0,2810.0,8159.999999999999,6792.0,1234.7,21466.0,13900.0,17517.0,3616.8,3948.0,109861.0
2558.0,8325.0,2572.0,1360.0,3520.0000000000005,2132.5,410.2,8359.0,5767.0,6952.0,1185.3,1407.0,51375.0
2524.0,6239.0,1701.0,600.0,620.0,189.6,237.7,4714.0,3715.0,3822.0,106.3,892.0,14112.0
1716.0,7230.0,1726.0,840.0,580.0,1338.6,301.2,7108.0,5514.0,6055.0,541.6,1053.0,15660.0
4951.0,17858.0,6803.0,2010.0,7740.000000000001,4276.5,845.3,17818.0,12907.0,15232.0,2325.3,2587.0,69168.0
4939.0,12881.0,5432.0,1950.0,5190.0,4536.6,754.5,12900.0,7942.0,11566.0,3624.2,1334.0,80132.0
4832.0,18036.0,7417.0,2140.0,5800.0,3911.4,679.2,17957.0,13204.0,16136.0,2932.3,1822.0,27249.0
11187.0,36457.0,12844.0,4880.0,17270.0,11706.2,2034.4,38244.0,25270.0,29538.0,4268.8,8705.0,247830.0
552.0,1622.0,605.0,130.0,40.0,655.8,55.8,1780.0,1070.0,1357.0,287.1,423.0,3260.0
262.0,1206.0,502.0,100.0,100.0,209.1,39.4,1195.0,944.0,928.0,-15.9,268.0,3578.0
307.0,1261.0,506.0,90.0,10.0,179.1,37.8,1161.0,954.0,894.0,-59.3,266.0,1550.0
395.0,1539.0,479.0,160.0,40.0,249.0,55.0,1495.0,1144.0,1180.0,36.3,315.0,2802.0
4423.0,10308.0,4889.0,1240.0,1700.0,3746.1,457.2,10120.0,5885.0,8459.0,2573.9,1661.0,42986.0
5140.0,12608.0,2724.0,2640.0,3950.0,3194.7,677.8,11980.0,7468.0,10195.0,2727.4,1784.0,67162.0
6917.0,16707.0,6377.0,2830.0,4530.0,5361.2,917.5,16256.0,9790.0,13430.0,3639.9,2827.0,82720.0
191.0,1703.0,245.0,70.0,30.0,92.6,24.8,1620.0,1512.0,1510.0,-1.9,110.0,896.0
5944.0,22272.0,8862.0,2710.0,10920.0,5382.3,1017.1,22627.0,16328.0,20728.0,4400.3,1899.0,134185.0
461.0,1900.0,776.0,190.0,100.0,290.3,54.5,1773.0,1439.0,1461.0,22.6,312.0,4867.0
11574.0,33069.0,11669.0,6550.0,9400.0,11098.7,2064.3,34615.0,21495.0,28748.0,7252.6,5868.0,175159.0
11335.0,21546.0,9338.0,4170.0,5100.0,11666.4,1755.1,22677.0,10211.0,19498.0,9287.3,3179.0,135376.0
4274.0,8548.0,2461.0,530.0,3429.9999999999995,1381.6,265.4,5912.0,4274.0,3523.0,-751.3,2389.0,55220.0
8310.0,27785.0,10006.0,3790.0,10550.0,7305.9,1395.1,28119.0,19475.0,23070.0,3595.1,5049.0,144723.0
217.0,1177.0,325.0,120.0,20.0,210.1,35.1,1206.0,960.0,909.0,-51.9,298.0,1787.0
1871.0,7509.0,3077.0,869.9999999999999,1410.0,1540.0,264.6,7631.0,5638.0,6417.0,779.5,1214.0,36814.0
6112.0,17497.0,7408.0,2370.0,2940.0,4884.3,635.8,16946.0,11385.0,14345.0,2960.7,2601.0,57242.0
259.0,2142.0,968.0,290.0,750.0,-47.5,170.4,1917.0,1883.0,1612.0,-271.1,305.0,32093.0
436.0,1919.0,518.0,210.0,520.0,412.9,95.6,1962.0,1483.0,1709.0,226.0,253.0,6757.0
11181.0,26920.0,9681.0,3130.0,9050.0,7987.6,1430.2,27175.0,15739.0,22041.0,6302.2,5134.0,111139.0
2542.0,9116.0,3387.0,1490.0,4310.0,2265.2,463.0,9159.0,6574.0,7181.0,607.5,1978.0,58183.0
2349.0,5395.0,1963.0,800.0,730.0,1844.8,264.2,5315.0,3046.0,4376.0,1330.6,939.0,15661.0
1911.0,7338.0,2044.0,840.0,750.0,2166.4,321.5,7829.0,5427.0,6685.0,1258.6,1144.0,16700.0
4972.0,19795.0,7541.0,2390.0,9040.0,4219.2,934.5,19664.0,14823.0,16685.0,1862.2,2979.0,72659.0
3998.0,12729.0,5242.0,2260.0,5870.0,3877.8,839.6,13149.0,8731.0,11878.0,3147.1,1271.0,79203.0
3627.0,17294.0,7153.0,2410.0,5640.0,2712.1,755.4,16924.0,13667.0,14986.0,1319.3,1938.0,25846.0
12913.0,42480.0,15429.0,5230.0,19720.0,8975.8,2306.3,42208.0,29567.0,37401.0,7834.0,4807.0,252283.0
199.0,1244.0,449.0,180.0,50.0,234.4,62.2,1381.0,1045.0,1131.0,86.3,250.0,3112.0
326.0,1458.0,578.0,110.0,120.0,249.6,43.4,1424.0,1132.0,1080.0,-52.7,344.0,3961.0
303.0,1131.0,505.0,100.0,10.0,375.3,46.6,1288.0,828.0,1022.0,193.4,266.0,1737.0
266.0,1686.0,585.0,190.0,60.0,358.8,59.0,1835.0,1420.0,1420.0,0.4,415.0,3399.0
3703.0,10605.0,4065.0,2290.0,2180.0,3325.3,470.3,11047.0,6902.0,8829.0,1926.8,2219.0,43351.0
5000.0,14377.0,3887.0,2340.0,4900.0,3903.8,747.8,14111.0,9377.0,11713.0,2336.0,2398.0,74677.0
5469.0,17871.0,7224.0,3340.0,5300.0,4313.2,994.8,17494.0,12402.0,15035.0,2633.6,2459.0,82435.0
95.0,958.0,259.0,80.0,70.0,50.5,24.5,947.0,863.0,763.0,-99.3,184.0,1014.0
6431.0,24748.0,9618.0,3120.0,12280.0,5076.0,1144.7,24437.0,18317.0,21752.0,3435.8,2685.0,146796.0
447.0,2085.0,896.0,230.0,130.0,445.2,60.9,2135.0,1638.0,1734.0,96.0,401.0,5499.0
14076.0,38819.0,12135.0,7450.0,10980.0,10179.5,2299.3,36681.0,24743.0,31033.0,6289.3,5649.0,181512.0
465.0,1389.0,355.0,100.0,300.0,136.4,212.9,1110.0,924.0,914.0,-10.6,197.0,14501.0
12226.0,26748.0,9623.0,5250.0,5920.0,10920.2,1929.2,26741.0,14522.0,22104.0,7581.3,4637.0,143725.0
5444.0,10888.0,3000.0,720.0,4400.0,1609.7,301.4,7362.0,5444.0,3697.0,-1747.5,3666.0,60125.0
9732.0,31577.0,10876.0,4580.0,12560.0,6723.1,1505.5,31074.0,21845.0,24726.0,2881.3,6348.0,156711.0
177.0,1235.0,449.0,110.0,30.0,274.7,39.5,1381.0,1058.0,1030.0,-28.0,351.0,2104.0
1997.0,7962.0,3035.0,1060.0,1570.0,1448.1,279.4,8550.0,5965.0,6846.0,881.4,1704.0,38313.0
4902.0,15121.0,5783.0,2750.0,2440.0,4010.3,679.6,14869.0,10219.0,12560.0,2341.9,2309.0,57657.0
1325.0,5701.0,2435.0,700.0,1990.0,1060.7,179.4,5624.0,4376.0,4914.0,538.4,710.0,35069.0
447.0,2320.0,543.0,260.0,570.0,412.8,99.5,2353.0,1873.0,2101.0,228.5,252.0,7097.0
9570.0,25556.0,9029.0,4210.0,9250.0,6510.8,1513.1,25651.0,15986.0,22718.0,6731.5,2933.0,123573.0
2817.0,10418.0,3675.0,1630.0,4970.0,2739.6,566.9,10728.0,7601.0,8657.0,1056.0,2072.0,65505.0
1551.0,5267.0,1912.0,1040.0,920.0,1511.3,282.3,5670.0,3716.0,4576.0,860.5,1093.0,17148.0
892.0,7750.0,2321.0,1090.0,860.0,748.1,367.0,8050.0,6858.0,6123.0,-735.5,1927.0,18039.0
6620.0,21941.0,7642.0,2680.0,9850.0,5869.9,1060.9,21938.0,15321.0,18606.0,3284.5,3332.0,77924.0
4298.0,13354.0,4932.0,2490.0,5920.0,3269.4,948.2,13132.0,9056.0,11662.0,2605.6,1470.0,86745.0
6314.0,17515.0,6007.0,2250.0,4700.0,3649.4,809.8,16960.0,11201.0,14369.0,3167.8,2591.0,29539.0
11499.0,41592.0,15452.0,6430.0,21290.0,10897.7,2458.0,42480.0,30093.0,38282.0,8188.6,4198.0,273188.0
825.0,2002.0,550.0,190.0,50.0,340.3,65.0,2117.0,1177.0,1338.0,161.2,779.0,3369.0
165.0,1288.0,565.0,130.0,140.0,220.9,53.7,1395.0,1123.0,1157.0,33.6,238.0,4478.0
410.0,1278.0,542.0,150.0,20.0,422.4,49.2,1334.0,868.0,1128.0,260.4,205.0,1947.0
428.0,1924.0,544.0,220.00000000000003,50.0,366.1,67.5,2019.0,1496.0,1451.0,-44.9,568.0,3972.0
4588.0,11636.0,4122.0,2840.0,2470.0,3964.2,478.5,12065.0,7048.0,9878.0,2829.6,2187.0,46756.0
6537.0,15466.0,3730.0,3180.0,4820.0,4958.0,828.6,15692.0,8929.0,12710.0,3781.2,2982.0,79611.0
6236.0,18389.0,7730.0,3880.0,5670.0,5748.4,1066.1,18995.0,12153.0,15949.0,3795.7,3046.0,91771.0
143.0,1950.0,314.0,80.0,80.0,66.8,27.9,1909.0,1807.0,1664.0,-142.9,245.0,1136.0
5998.0,24816.0,9190.0,3510.0,13010.0,4739.4,1306.3,24818.0,18818.0,21557.0,2738.9,3261.0,148861.0
437.0,2304.0,968.0,250.0,160.0,538.2,65.6,2466.0,1867.0,1813.0,-54.4,653.0,6370.0
11985.0,37583.0,12279.0,8220.0,10330.0,9898.1,2443.7,38104.0,25598.0,31780.0,6181.8,6324.0,190269.0
1546.0,4279.0,1320.0,500.0,890.0,424.2,248.5,3298.0,2733.0,2833.0,99.6,465.0,15826.0
12714.0,27252.0,9581.0,6380.0,6509.999999999999,11804.1,2136.2,28079.0,14538.0,23395.0,8856.1,4684.0,157144.0
6254.0,12508.0,2989.0,910.0,4900.0,1733.0,296.1,8631.0,6254.0,5044.0,-1209.6,3587.0,65027.0
11253.0,34256.0,11179.0,6130.0,12620.0,7630.0,1742.6,34373.0,23003.0,26057.0,3054.0,8316.0,167096.0
343.0,1451.0,421.0,130.0,40.0,210.0,42.7,1363.0,1108.0,1031.0,-77.0,332.0,2071.0
2829.0,9622.0,3233.0,1240.0,1940.0,930.0,296.5,8936.0,6793.0,7113.0,319.0,1824.0,43407.0
5154.0,16723.0,6466.0,3220.0000000000005,2760.0,4910.0,776.5,17752.0,11569.0,14025.0,2457.0,3727.0,64965.0
1867.0,7284.0,2820.0,810.0,2330.0,970.0,214.7,6822.0,5417.0,5530.0,113.0,1292.0,37967.0
531.0,2364.0,626.0,290.0,600.0,380.0,112.5,2401.0,1833.0,2000.0,167.0,401.0,8100.0
10388.0,28263.0,8177.0,4950.0,9520.0,6080.0,1693.2,26921.0,17875.0,21440.0,3565.0,5481.0,141534.0
2414.0,11071.0,2810.0,1950.0,5550.0,1470.0,675.7,10582.0,8657.0,9342.0,685.0,1240.0,72528.0
3074.0,6733.0,1973.0,1170.0,890.0,2340.0,294.3,6616.0,3659.0,5141.0,1482.0,1475.0,18905.0
1135.0,8200.0,2518.0,1160.0,980.0,1250.0,405.2,8738.0,7065.0,6413.0,-652.0,2325.0,20326.0
1816.0,9222.0,4904.0,950.0,2280.0,2190.0,350.6,9809.0,7406.0,7737.0,331.0,2072.0,120889.0
7425.0,23594.0,7570.0,3290.0,10440.0,5280.0,1126.7,24074.0,16169.0,18814.0,2646.0,5260.0,86895.0
6123.0,16757.0,6338.0,2950.0,7300.0,4990.0,1099.7,16967.0,10634.0,14756.0,4122.0,2211.0,86832.0
5175.0,18565.0,7158.0,2500.0,6170.0,4060.0,894.7,18989.0,13390.0,14560.0,1169.0,4429.0,32493.0
16701.0,47804.0,15704.0,7130.0,22810.0,14290.0,2820.1,47217.0,31103.0,40474.0,9371.0,6743.0,299479.0
1100.0,2428.0,562.0,250.0,70.0,250.0,68.2,2157.0,1328.0,1415.0,87.0,742.0,3506.0
384.0,1673.0,570.0,150.0,150.0,160.0,52.6,1589.0,1289.0,1205.0,-84.0,384.0,4763.0
439.0,1461.0,562.0,130.0,30.0,320.0,55.2,1405.0,1022.0,1131.0,109.0,274.0,2166.0
839.0,2238.0,567.0,210.0,60.0,440.00000000000006,74.4,1917.0,1399.0,1506.0,107.0,411.0,4467.0
5448.0,13887.0,4210.0,2890.0,2870.0,2820.0,491.8,13267.0,8439.0,10015.0,1576.0,3252.0,49713.0
6493.0,17564.0,2990.0,3429.9999999999995,5710.0,4400.0,922.8,17337.0,11071.0,14825.0,3754.0,2511.0,82249.0
9089.0,22171.0,8032.0,4300.0,6250.0,6110.0,1186.3,21542.0,13082.0,17016.0,3934.0,4526.0,88550.0
112.0,2193.0,348.0,90.0,110.0,10.0,29.9,2132.0,2081.0,1883.0,-198.0,249.0,1276.0
8278.0,29115.0,9662.0,4130.0,14340.0,6740.000000000001,1528.1,30156.0,20837.0,25688.0,4851.0,4469.0,158155.0
618.0,2498.0,974.0,290.0,180.0,540.0,76.7,2537.0,1880.0,1961.0,81.0,576.0,6733.0
14610.0,42431.0,13103.0,7059.999999999999,12770.0,9500.0,2440.9,42086.0,27821.0,32939.0,5117.0,9148.0,206855.0
1983.0,5201.0,1708.0,550.0,1020.0,890.0,268.7,4848.0,3218.0,3676.0,457.0,1173.0,18473.0
15244.0,29769.0,8463.0,7670.0,7050.0,10570.0,2361.1,27716.0,14525.0,23161.0,8635.0,4555.0,168000.0
6666.0,13332.0,3492.0,1120.0,5320.0,2400.0,292.4,10214.0,6666.0,4598.0,-2068.0,5615.0,71361.0
14244.0,41113.0,13367.0,6859.999999999999,13810.0,7450.0,1962.0,40120.0,26869.0,29830.0,2962.0,10290.0,190017.0
326.0,1902.0,620.0,140.0,40.0,250.0,47.1,2192.0,1576.0,1392.0,-184.0,800.0,2368.0
3139.0,10904.0,3709.0,1450.0,2070.0,1390.0,309.7,10596.0,7765.0,8450.0,685.0,2146.0,47305.0
5428.0,18953.0,7023.0,3320.0000000000005,3360.0,4110.0,886.2,19134.0,13525.0,14632.0,1107.0,4501.0,66174.0
2634.0,8593.0,3244.0,1050.0,2590.0,2200.0,260.8,8951.0,5959.0,6600.0,641.0,2351.0,42449.0
798.0,2421.0,686.0,320.0,710.0,450.0,132.8,2416.0,1623.0,1764.0,140.0,653.0,9301.0
14938.0,33186.0,8992.0,5800.0,11170.0,9160.0,1885.2,32986.0,18248.0,21954.0,3707.0,11032.0,168080.0
5772.0,15615.0,2818.0,2110.0,6350.0,2930.0,796.1,15122.0,9843.0,10117.0,274.0,5005.0,82862.0
4162.0,8143.0,2348.0,1470.0,980.0,2380.0,338.8,8096.0,3981.0,5588.0,1607.0,2508.0,20721.0
348.0,8854.0,2493.0,1100.0,1150.0,-20.0,448.2,8817.0,8506.0,6596.0,-1910.0,2221.0,22194.0
1790.0,9233.0,4320.0,990.0,2280.0,1660.0000000000002,378.4,9738.0,7443.0,7302.0,-142.0,2436.0,130990.0
8358.0,29118.0,8315.0,3710.0,12570.0,4500.0,1389.8,29267.0,20760.0,21285.0,525.0,7982.0,96698.0
7713.0,19528.0,5924.0,3329.9999999999995,8090.000000000001,5540.0,1256.8,19769.0,11815.0,15496.0,3680.0,4273.0,102839.0
9555.0,23844.0,6787.0,3210.0,6790.000000000001,7320.0,963.6,23923.0,14289.0,18765.0,4476.0,5158.0,38802.0
27273.0,61644.0,18877.0,8330.0,25160.0,17930.0,3093.3,61034.0,34371.0,42680.0,8310.0,18354.0,340600.0
714.0,2134.0,603.0,210.0,70.0,290.0,70.9,2320.0,1420.0,1463.0,44.0,857.0,3979.0
255.0,1654.0,640.0,170.0,180.0,200.0,65.9,1770.0,1399.0,1314.0,-85.0,456.0,5280.0
583.0,1954.0,652.0,170.0,30.0,310.0,62.2,1826.0,1371.0,1288.0,-83.0,538.0,2325.0
-370.0,1990.0,644.0,240.0,70.0,-160.0,83.5,2384.0,2360.0,1813.0,-547.0,571.0,4812.0
6476.0,15916.0,4360.0,2860.0,3300.0,3570.0000000000005,504.7,15565.0,9440.0,10861.0,1421.0,4704.0,61008.0
7848.0,19987.0,3525.0,3710.0,6150.0,4880.0,1023.0,20335.0,12139.0,15702.0,3563.0,4633.0,90089.0
10800.0,26224.0,9228.0,4780.0,7250.0,7370.0,1281.9,25869.0,15424.0,18848.0,3424.0,7021.0,111606.0
115.0,1456.0,406.0,90.0,110.0,50.0,33.4,1477.0,1341.0,1181.0,-160.0,296.0,1430.0
11208.0,34914.0,11586.0,4700.0,15940.0,5590.0,1795.7,33765.0,23706.0,25271.0,1565.0,8494.0,175371.0
499.0,2667.0,963.0,330.0,220.00000000000003,340.0,87.4,2764.0,2168.0,2062.0,-106.0,702.0,7551.0
37639.0,69277.0,12999.0,10120.0,13600.0,16650.0,2662.4,69441.0,31638.0,50221.0,18583.0,19220.0,226972.0
2404.0,6004.0,2027.0,600.0,1230.0,1410.0,303.1,6206.0,3600.0,4362.0,761.0,1845.0,20439.0
20995.0,37604.0,9008.0,9210.0,8770.0,12869.999999999998,2590.1,38421.0,16609.0,25757.0,9149.0,12664.0,189259.0
7349.0,14698.0,3465.0,1370.0,5880.0,2440.0,325.3,11720.0,7349.0,5087.0,-2261.0,6633.0,79468.0
19377.0,48127.0,13821.0,7090.000000000001,16250.0,8190.000000000001,1226.1,47153.0,28750.0,31307.0,2558.0,15845.0,134767.0
290.0,1792.0,650.0,150.0,50.0,390.0,61.6,2085.0,1502.0,1510.0,8.0,576.0,3488.0
4497.0,14434.0,4775.0,1400.0,2710.0,2060.0,354.6,14745.0,9937.0,10229.0,292.0,4516.0,53398.0
6210.0,21924.0,6117.0,3470.0000000000005,3340.0,1240.0,994.0,20055.0,15714.0,14638.0,-1076.0,5416.0,77781.0
2473.0,9722.0,3635.0,1150.0,3229.9999999999995,1230.0,310.9,9647.0,7249.0,7103.0,-146.0,2544.0,47862.0
866.0,2686.0,798.0,320.0,860.0,550.0,140.9,2541.0,1820.0,1943.0,123.0,598.0,12713.0
14695.0,34960.0,10127.0,6080.0,12960.0,8700.0,2025.1,34900.0,20265.0,24302.0,4037.0,10598.0,203373.0
4437.0,15586.0,3497.0,2240.0,7440.000000000001,1210.0,926.7,14442.0,11149.0,11407.0,258.0,3035.0,95795.0
3702.0,8337.0,2328.0,1639.9999999999998,1250.0,1810.0,381.8,8034.0,4635.0,5793.0,1158.0,2242.0,24077.0
1399.0,11164.0,3104.0,1180.0,1400.0,1010.0,482.2,11127.0,9765.0,8188.0,-1577.0,2939.0,27305.0
3623.0,10930.0,5127.0,770.0,2400.0,3650.0,437.4,11635.0,7307.0,8419.0,1111.0,3217.0,59758.0
9420.0,35990.0,9764.0,3790.0,16069.999999999998,3600.0,1583.7,34246.0,26570.0,24932.0,-1638.0,9315.0,166747.0
7240.0,20740.0,7344.0,3610.0,8960.0,4450.0,1435.6,20276.0,13500.0,17169.0,3669.0,3106.0,119264.0
10097.0,29840.0,7268.0,3660.0,7770.0,6490.000000000001,1087.5,29413.0,19743.0,18026.0,-1717.0,11386.0,112927.0
31061.0,72074.0,20433.0,8980.0,30610.000000000004,18620.0,3218.1,72668.0,41013.0,51047.0,10033.0,21622.0,415480.0
1189.0,2932.0,873.0,270.0,80.0,450.0,73.9,2600.0,1743.0,1651.0,-92.0,949.0,5133.0
469.0,2015.0,741.0,180.0,210.0,310.0,69.1,2070.0,1546.0,1596.0,50.0,474.0,6559.0
375.0,1877.0,647.0,180.0,40.0,230.0,70.1,1817.0,1502.0,1394.0,-107.0,423.0,2682.0
409.0,2249.0,629.0,250.0,80.0,220.00000000000003,79.5,2276.0,1840.0,1685.0,-155.0,591.0,5839.0
4717.0,16567.0,4598.0,3329.9999999999995,4180.0,1370.0,508.8,15886.0,11850.0,12372.0,522.0,3513.0,77729.0
7535.0,21342.0,3747.0,3980.0,6950.0,4040.0,1123.9,20994.0,13807.0,17198.0,3391.0,3796.0,96839.0
11769.0,29533.0,9845.0,5170.0,8420.0,6150.0,1480.9,28907.0,17764.0,19906.0,2143.0,9001.0,127746.0
353.0,2245.0,479.0,100.0,120.0,190.0,35.0,2161.0,1892.0,1723.0,-169.0,438.0,1739.0
14042.0,42494.0,13617.0,4760.0,19360.0,5570.0,1856.1,41780.0,28452.0,29155.0,703.0,12625.0,219003.0
750.0,3327.0,1121.0,360.0,240.0,240.0,93.3,2984.0,2577.0,2183.0,-394.0,802.0,8904.0
21774.0,59391.0,16932.0,11870.0,15690.0,13000.0,3140.7,59124.0,37617.0,44610.0,6993.0,14514.0,260841.0
2231.0,6317.0,2327.0,819.9999999999999,1440.0,2170.0,340.4,6366.0,4086.0,5036.0,950.0,1330.0,24786.0
15150.0,35068.0,9732.0,9620.0,9920.0,10650.0,2773.2,33494.0,19918.0,28146.0,8228.0,5348.0,208656.0
8563.0,17126.0,4267.0,1570.0,7109.999999999999,1480.0,325.0,12875.0,8563.0,5827.0,-2735.0,7047.0,100325.0
13454.0,48305.0,14900.0,7009.999999999999,19210.0,8300.0,1405.1,48306.0,34851.0,34915.0,64.0,13391.0,147606.0
732.0,2581.0,742.0,160.0,60.0,260.0,50.9,2437.0,1849.0,1668.0,-182.0,769.0,3755.0
1624.0,13669.0,4452.0,1510.0,3229.9999999999995,-360.0,412.3,12088.0,12045.0,10536.0,-1509.0,1551.0,59385.0
5034.0,22871.0,8663.0,3650.0,3560.0,3700.0,1154.8,22568.0,17837.0,17756.0,-81.0,4812.0,82490.0
1451.0,10290.0,4295.0,960.0,4050.0,430.0,381.5,9725.0,8839.0,7457.0,-1381.0,2268.0,53381.0
836.0,3005.0,880.0,400.0,1100.0,600.0,159.2,2849.0,2169.0,2191.0,22.0,658.0,14327.0
12363.0,37430.0,10995.0,6140.0,15700.0,6270.0,2235.6,34235.0,25067.0,25465.0,399.0,8769.0,244736.0
2674.0,16527.0,4742.0,2100.0,9080.0,290.0,1255.2,14830.0,13853.0,12640.0,-1213.0,2190.0,108885.0
2350.0,8909.0,2804.0,1560.0,1500.0,720.0,416.7,8587.0,6559.0,6466.0,-92.0,2120.0,27127.0
1927.0,13467.0,4030.0,1300.0,1689.9999999999998,1590.0,557.2,13467.0,11540.0,9724.0,-1816.0,3743.0,29920.0
2334.0,10537.0,6156.0,720.0,2890.0,4920.0,570.4,13417.0,8203.0,9756.0,1553.0,3661.0,60901.0
6825.0,37177.0,11675.0,3760.0,18630.0,3690.0,1738.1,34973.0,30352.0,28041.0,-2311.0,6932.0,195904.0
6364.0,21659.0,7524.0,3800.0,9780.0,4180.0,1599.6,21115.0,15295.0,18424.0,3129.0,2691.0,136842.0
8843.0,29440.0,9425.0,3420.0000000000005,9120.0,4570.0,1242.0,28975.0,20597.0,20563.0,-33.0,8412.0,124276.0
22653.0,71091.0,24268.0,9350.0,33540.0,17630.0,3532.9,68677.0,48438.0,52280.0,3842.0,16397.0,486766.0
629.0,3038.0,939.0,240.0,90.0,270.0,80.5,2743.0,2409.0,2005.0,-404.0,738.0,5718.0
462.0,2209.0,767.0,190.0,250.0,180.0,76.3,2008.0,1747.0,1674.0,-72.0,333.0,7265.0
527.0,2181.0,722.0,180.0,60.0,400.0,73.8,2172.0,1654.0,1588.0,-66.0,584.0,2971.0
440.0,2707.0,804.0,250.0,110.0,310.0,78.3,2809.0,2267.0,2061.0,-207.0,748.0,6588.0
3980.0,18065.0,5386.0,3700.0,5000.0,280.0,561.7,15746.0,14085.0,13604.0,-481.0,2143.0,85096.0
5085.0,22051.0,4052.0,3710.0,8990.0,2660.0,1346.2,20453.0,16966.0,18208.0,1242.0,2244.0,108637.0
7462.0,28301.0,10920.0,5210.0,9880.0,5150.0,2098.1,27220.0,20839.0,21499.0,660.0,5721.0,142236.0
119.0,2083.0,501.0,100.0,150.0,150.0,39.9,2146.0,1964.0,1768.0,-197.0,378.0,1993.0
11298.0,45258.0,14297.0,4560.0,23330.0,2250.0,2167.7,38744.0,33960.0,32009.0,-1951.0,6736.0,257833.0
435.0,3459.0,1121.0,370.0,300.0,110.0,105.8,3301.0,3024.0,2392.0,-633.0,910.0,9826.0
22914.0,68263.0,20141.0,9100.0,18860.0,10080.0,4067.4,59839.0,45349.0,46617.0,1268.0,13222.0,293172.0
2445.0,7982.0,2781.0,810.0,1789.9999999999998,1880.0,390.1,7664.0,5537.0,5611.0,74.0,2053.0,29968.0
19349.0,43075.0,11445.0,9750.0,10390.0,9600.0,3056.2,40587.0,23726.0,31117.0,7391.0,9471.0,230245.0
10844.0,21688.0,4566.0,1670.0,8940.0,-250.0,353.0,11142.0,10844.0,6515.0,-4328.0,4626.0,115374.0
1802.0,3604.0,797.0,170.0,480.0,280.0,76.0,2173.0,1802.0,1794.0,-7.0,379.0,7977.0
